Id,SalePrice
1694,195930
1695,195420
1696,306850
1697,189360
1698,318080
1699,399730
1700,248290
1701,258290
1702,339080
1703,391550
1704,399160
1705,302190
1706,381830
1707,248030
1708,204580
1709,382530
1710,290280
1711,316520
1712,248830
1713,304260
1714,287780
1715,249480
1716,256630
1717,256560
1718,102730
1719,340260
1720,377140
1721,181890
1722,85390
1723,195980
1724,347760
1725,234390
1726,250780
1727,322730
1728,173110
1729,183170
1730,124510
1731,104290
1732,140200
1733,170560
1734,229350
1735,139620
1736,128150
1737,634110
1738,221880
1739,332790
1740,184710
1741,169240
1742,162380
1743,157840
1744,547320
1745,330470
1746,176820
1747,215750
1748,181780
1749,293500
1750,279490
1751,145110
1752,132630
1753,166030
1754,157330
1755,171250
1756,155820
1757,82114
1758,132120
1759,202320
1760,176600
1761,129350
1762,155410
1763,114620
1764,168620
1765,192630
1766,198490
1767,194230
1768,240380
1769,150650
1770,214030
1771,201380
1772,173240
1773,103440
1774,76648
1775,157520
1776,81909
1777,138300
1778,153250
1779,63156
1780,125520
1781,201280
1782,114680
1783,99122
1784,115740
1785,164530
1786,169020
1787,147780
1788,93515
1789,94518
1790,59594
1791,188260
1792,160490
1793,84765
1794,235080
1795,123880
1796,168110
1797,111730
1798,109060
1799,161580
1800,145660
1801,128500
1802,203630
1803,128630
1804,227710
1805,134560
1806,133130
1807,139460
1808,176010
1809,142180
1810,77894
1811,102460
1812,84700
1813,120470
1814,113200
1815,35236
1816,174660
1817,99877
1818,360800
1819,91404
1820,108030
1821,97047
1822,87348
1823,28790
1824,118520
1825,212730
1826,91866
1827,257980
1828,111320
1829,170920
1830,123700
1831,248640
1832,47324
1833,95159
1834,85783
1835,143150
1836,132860
1837,96457
1838,49401
1839,95147
1840,454670
1841,286150
1842,79410
1843,104410
1844,132830
1845,119670
1846,109400
1847,115540
1848,15239
1849,104510
1850,165090
1851,102420
1852,172630
1853,183950
1854,271400
1855,190060
1856,271570
1857,125200
1858,113360
1859,141800
1860,147240
1861,111450
1862,407910
1863,384080
1864,384100
1865,364380
1866,396220
1867,308200
1868,234590
1869,363550
1870,316590
1871,510970
1872,250700
1873,289290
1874,151900
1875,283270
1876,194160
1877,290250
1878,294560
1879,87167
1880,189240
1881,272740
1882,307010
1883,229530
1884,300540
1885,483520
1886,385270
1887,273140
1888,367770
1889,212210
1890,130550
1891,173600
1892,81684
1893,147300
1894,104330
1895,131090
1896,91051
1897,40167
1898,93213
1899,145520
1900,157390
1901,125080
1902,136530
1903,237530
1904,99648
1905,197380
1906,201130
1907,142910
1908,133620
1909,140110
1910,162790
1911,264220
1912,301170
1913,97040
1914,56880
1915,187600
1916,32001
1917,326120
1918,143910
1919,220480
1920,436970
1921,439690
1922,353420
1923,333510
1924,139220
1925,330980
1926,467930
1927,196830
1928,131870
1929,159310
1930,104530
1931,180410
1932,188480
1933,117190
1934,174270
1935,208940
1936,281650
1937,180190
1938,267420
1939,381500
1940,251110
1941,215360
1942,230910
1943,303550
1944,469500
1945,473050
1946,43515
1947,353400
1948,134040
1949,428430
1950,284220
1951,319890
1952,288760
1953,244720
1954,254100
1955,137410
1956,506620
1957,244420
1958,356110
1959,214220
1960,153690
1961,132290
1962,89174
1963,130390
1964,83773
1965,156370
1966,181400
1967,348200
1968,319060
1969,468680
1970,275050
1971,502150
1972,413930
1973,334940
1974,334760
1975,426900
1976,446340
1977,426230
1978,522120
1979,335230
1980,292690
1981,368200
1982,305850
1983,254260
1984,235370
1985,385480
1986,260900
1987,520800
1988,215610
1989,249320
1990,269520
1991,205620
1992,208810
1993,236710
1994,309810
1995,206750
1996,221130
1997,338630
1998,523170
1999,247630
2000,468920
2001,242810
2002,305910
2003,387630
2004,313090
2005,320840
2006,262750
2007,421130
2008,339970
2009,290570
2010,299710
2011,123310
2012,329790
2013,190140
2014,197080
2015,263730
2016,255680
2017,287660
2018,100300
2019,103960
2020,108370
2021,178270
2022,197850
2023,157120
2024,348590
2025,429520
2026,213260
2027,202170
2028,172680
2029,197550
2030,312010
2031,310270
2032,249100
2033,309690
2034,236430
2035,182770
2036,178790
2037,193330
2038,350550
2039,223610
2040,266620
2041,442520
2042,252440
2043,189940
2044,125550
2045,233370
2046,115800
2047,129470
2048,154690
2049,119790
2050,228560
2051,216050
2052,312580
2053,144410
2054,66848
2055,274460
2056,154160
2057,122070
2058,192480
2059,132600
2060,277380
2061,261770
2062,160180
2063,235170
2064,188470
2065,114920
2066,213120
2067,103390
2068,185230
2069,60741
2070,184410
2071,131560
2072,43033
2073,140320
2074,201280
2075,242160
2076,182280
2077,250270
2078,106060
2079,196200
2080,375100
2081,116320
2082,124160
2083,152280
2084,177670
2085,223250
2086,187520
2087,95799
2088,95480
2089,122060
2090,148800
2091,122470
2092,227310
2093,124060
2094,237540
2095,123090
2096,51518
2097,126560
2098,117900
2099,116280
2100,103650
2101,101170
2102,143670
2103,120660
2104,66599
2105,157860
2106,28426
2107,233030
2108,160080
2109,172360
2110,162340
2111,163790
2112,178810
2113,114020
2114,149830
2115,128230
2116,140880
2117,146440
2118,166080
2119,120530
2120,56100
2121,133540
2122,109530
2123,86649
2124,119870
2125,145390
2126,79882
2127,119090
2128,207010
2129,169520
2130,174210
2131,155800
2132,131890
2133,146410
2134,146670
2135,186350
2136,50199
2137,119520
2138,353250
2139,143740
2140,163510
2141,240140
2142,103320
2143,304010
2144,150800
2145,214620
2146,395890
2147,110700
2148,216760
2149,213600
2150,384520
2151,179650
2152,236780
2153,178310
2154,119220
2155,143530
2156,257830
2157,325430
2158,227570
2159,359940
2160,250050
2161,385200
2162,260320
2163,329150
2164,367180
2165,357540
2166,198890
2167,304210
2168,228990
2169,222540
2170,303670
2171,192630
2172,156630
2173,255480
2174,315040
2175,332980
2176,392260
2177,271520
2178,294380
2179,223000
2180,314210
2181,287200
2182,383450
2183,320820
2184,203650
2185,201820
2186,120800
2187,175910
2188,187210
2189,145960
2190,62824
2191,47467
2192,82621
2193,364500
2194,133080
2195,117700
2196,130920
2197,129990
2198,319040
2199,100700
2200,117620
2201,280450
2202,318330
2203,83155
2204,141200
2205,125410
2206,60174
2207,98241
2208,234970
2209,172730
2210,79712
2211,192320
2212,121570
2213,151610
2214,79919
2215,142640
2216,236820
2217,39668
2218,68318
2219,114760
2220,57509
2221,185870
2222,242200
2223,423520
2224,265700
2225,93339
2226,249620
2227,381010
2228,353110
2229,363630
2230,242950
2231,349070
2232,236580
2233,252420
2234,339040
2235,309440
2236,364190
2237,425960
2238,348780
2239,204390
2240,161890
2241,206610
2242,156200
2243,163790
2244,183590
2245,126110
2246,163260
2247,164500
2248,144520
2249,144210
2250,200010
2251,105020
2252,253360
2253,200160
2254,259000
2255,307950
2256,273150
2257,236470
2258,235110
2259,213280
2260,247020
2261,268420
2262,329500
2263,399820
2264,453780
2265,251140
2266,447920
2267,443900
2268,442910
2269,289520
2270,234970
2271,351040
2272,264910
2273,267790
2274,253360
2275,148350
2276,367610
2277,247960
2278,192610
2279,92214
2280,145630
2281,291800
2282,293970
2283,92118
2284,93844
2285,228120
2286,111070
2287,461000
2288,373960
2289,426830
2290,425120
2291,434260
2292,479100
2293,364090
2294,498150
2295,408680
2296,186170
2297,391520
2298,338000
2299,409970
2300,498100
2301,310310
2302,321210
2303,354240
2304,366450
2305,207810
2306,268470
2307,325620
2308,368080
2309,342860
2310,309690
2311,282830
2312,274770
2313,219250
2314,252190
2315,256550
2316,303220
2317,336170
2318,300980
2319,284530
2320,320430
2321,367130
2322,434600
2323,317060
2324,274210
2325,421610
2326,264730
2327,286450
2328,265120
2329,199110
2330,212240
2331,304560
2332,481480
2333,411740
2334,377670
2335,310010
2336,272240
2337,311140
2338,345440
2339,497360
2340,456360
2341,332700
2342,341630
2343,356590
2344,327350
2345,324550
2346,285650
2347,237270
2348,378220
2349,219990
2350,294160
2351,394410
2352,544050
2353,421680
2354,115460
2355,155390
2356,191820
2357,277950
2358,226050
2359,129590
2360,283440
2361,286880
2362,293210
2363,181960
2364,340180
2365,371600
2366,279980
2367,300160
2368,195200
2369,200360
2370,149020
2371,151310
2372,222660
2373,315180
2374,280820
2375,341320
2376,353080
2377,433160
2378,117910
2379,224160
2380,303720
2381,238470
2382,221870
2383,385550
2384,302820
2385,203050
2386,201750
2387,202680
2388,80659
2389,150460
2390,164810
2391,161530
2392,167020
2393,153370
2394,216830
2395,279880
2396,103020
2397,225800
2398,171910
2399,93000
2400,76986
2401,146150
2402,226960
2403,198800
2404,191810
2405,138420
2406,285250
2407,143720
2408,340560
2409,85203
2410,172180
2411,225560
2412,190310
2413,156380
2414,193790
2415,152890
2416,158310
2417,131840
2418,216140
2419,152290
2420,138440
2421,190000
2422,206610
2423,199170
2424,110190
2425,204550
2426,328180
2427,169460
2428,155030
2429,227750
2430,196600
2431,101110
2432,187000
2433,101330
2434,123700
2435,77998
2436,185180
2437,129160
2438,117970
2439,179890
2440,116960
2441,68025
2442,182890
2443,205780
2444,128330
2445,54986
2446,240030
2447,129880
2448,96569
2449,108580
2450,173150
2451,99034
2452,415410
2453,164610
2454,128310
2455,116960
2456,162690
2457,148500
2458,117070
2459,137720
2460,135290
2461,144930
2462,155310
2463,231390
2464,167740
2465,140850
2466,129440
2467,102380
2468,45799
2469,54027
2470,236460
2471,213280
2472,264260
2473,143680
2474,68639
2475,319760
2476,128050
2477,117190
2478,197800
2479,151070
2480,211880
2481,176530
2482,205490
2483,155780
2484,209400
2485,175200
2486,8480.4
2487,245300
2488,154220
2489,159310
2490,176470
2491,76822
2492,347120
2493,160410
2494,206060
2495,77384
2496,220410
2497,201490
2498,115190
2499,86915
2500,164610
2501,150030
2502,170670
2503,73560
2504,163240
2505,256580
2506,306360
2507,373850
2508,321820
2509,322760
2510,304460
2511,284690
2512,343470
2513,251040
2514,68175
2515,204690
2516,222940
2517,211690
2518,147240
2519,275400
2520,192320
2521,261460
2522,280510
2523,232480
2524,140630
2525,150520
2526,198010
2527,214880
2528,125050
2529,200660
2530,161100
2531,349340
2532,253520
2533,278350
2534,345830
2535,332820
2536,191970
2537,360210
2538,302040
2539,322540
2540,297760
2541,246200
2542,274240
2543,159580
2544,274870
2545,173490
2546,240470
2547,188860
2548,183710
2549,248620
2550,386520
2551,220470
2552,164720
2553,50998
2554,94738
2555,153470
2556,120340
2557,155000
2558,194160
2559,135360
2560,211020
2561,183620
2562,50246
2563,268760
2564,183400
2565,50187
2566,170730
2567,104490
2568,182380
2569,250790
2570,99026
2571,362900
2572,252150
2573,267760
2574,282990
2575,285270
2576,199550
2577,137840
2578,159020
2579,121420
2580,121760
2581,93744
2582,157480
2583,203470
2584,302930
2585,323410
2586,272650
2587,276620
2588,136100
2589,231410
2590,404550
2591,210790
2592,392250
2593,400640
2594,299520
2595,353210
2596,536610
2597,353640
2598,350000
2599,433340
2600,100220
2601,280030
2602,60229
2603,117250
2604,57293
2605,77167
2606,303370
2607,278040
2608,213230
2609,206480
2610,175730
2611,54813
2612,232870
2613,313250
2614,178380
2615,283360
2616,148020
2617,221480
2618,143420
2619,427230
2620,222480
2621,211380
2622,245900
2623,311960
2624,549550
2625,280310
2626,328210
2627,274090
2628,516930
2629,479330
2630,492650
2631,331570
2632,579260
2633,440950
2634,376880
2635,254010
2636,153080
2637,277730
2638,285440
2639,242740
2640,220110
2641,149620
2642,309170
2643,86547
2644,119840
2645,84943
2646,79137
2647,79612
2648,198170
2649,186090
2650,205930
2651,176140
2652,359990
2653,501770
2654,279780
2655,486900
2656,357430
2657,412950
2658,478810
2659,411380
2660,420830
2661,555430
2662,459570
2663,299780
2664,388160
2665,466230
2666,406870
2667,229990
2668,256530
2669,404370
2670,489410
2671,309340
2672,351180
2673,405660
2674,317720
2675,360580
2676,302670
2677,246280
2678,375260
2679,357830
2680,331920
2681,399750
2682,474680
2683,394260
2684,445090
2685,312220
2686,267550
2687,413540
2688,386350
2689,340670
2690,415100
2691,243280
2692,164140
2693,365500
2694,135840
2695,264140
2696,239560
2697,198690
2698,313590
2699,249190
2700,220320
2701,182080
2702,56974
2703,128010
2704,178210
2705,113290
2706,104100
2707,155820
2708,173940
2709,91971
2710,179580
2711,173190
2712,459620
2713,169550
2714,167140
2715,167920
2716,189830
2717,158780
2718,278100
2719,199880
2720,158860
2721,233990
2722,211940
2723,256680
2724,256430
2725,229620
2726,166590
2727,150620
2728,161480
2729,136820
2730,102690
2731,152090
2732,158940
2733,206410
2734,241740
2735,144310
2736,147660
2737,119360
2738,224310
2739,143680
2740,193780
2741,117070
2742,106650
2743,116610
2744,184450
2745,94114
2746,143260
2747,167900
2748,119320
2749,122890
2750,126400
2751,141310
2752,154240
2753,136820
2754,327150
2755,133640
2756,115980
2757,56018
2758,125060
2759,296690
2760,118920
2761,141420
2762,120450
2763,249630
2764,109560
2765,373870
2766,266050
2767,63610
2768,83366
2769,101290
2770,258850
2771,162130
2772,150110
2773,137650
2774,129330
2775,134170
2776,120570
2777,168020
2778,83673
2779,119780
2780,61495
2781,113040
2782,105000
2783,82632
2784,153400
2785,121030
2786,134920
2787,143950
2788,76261
2789,184390
2790,42989
2791,77574
2792,49430
2793,200030
2794,99903
2795,186690
2796,108460
2797,139940
2798,171790
2799,170260
2800,51386
2801,151160
2802,115460
2803,222940
2804,134570
2805,71176
2806,163980
2807,193980
2808,152430
2809,186160
2810,243320
2811,172970
2812,157430
2813,274510
2814,130360
2815,35676
2816,286090
2817,191990
2818,235860
2819,235210
2820,141870
2821,70316
2822,330510
2823,199830
2824,153440
2825,140600
2826,153900
2827,138150
2828,251700
2829,557870
2830,377550
2831,368520
2832,337660
2833,390330
2834,401490
2835,516590
2836,297550
2837,212620
2838,206300
2839,238660
2840,291720
2841,265070
2842,295090
2843,208550
2844,232940
2845,173120
2846,272700
2847,179990
2848,255410
2849,274140
2850,385360
2851,294920
2852,254950
2853,266200
2854,253880
2855,301080
2856,334950
2857,331730
2858,314530
2859,165950
2860,175920
2861,200530
2862,220640
2863,129930
2864,414050
2865,203460
2866,225340
2867,123980
2868,80875
2869,91786
2870,102900
2871,61220
2872,24531
2873,78279
2874,140630
2875,171570
2876,102060
2877,172090
2878,193230
2879,165140
2880,69818
2881,158140
2882,173320
2883,197010
2884,173150
2885,163410
2886,219960
2887,188270
2888,173760
2889,43333
2890,140990
2891,227410
2892,53670
2893,81655
2894,67258
2895,266420
2896,278890
2897,281540
2898,217730
2899,275340
2900,221120
2901,271440
2902,317670
2903,426570
2904,402580
2905,113760
2906,385060
2907,146910
2908,162410
2909,269450
2910,145420
2911,68243
2912,171590
2913,109040
2914,56385
2915,78495
2916,158380
2917,101790
2918,138080
2919,298140
